pubmed_id,abstract,topic,clean
7492995,"Noninvasive measurement of cerebral blood flow and glucose metabolic rate in the rat with high-resolution animal positron emission tomography (PET): a novel in vivo approach for assessing drug action in the brains of small animals. The cerebral metabolic rate of glucose (CMRglc) and cerebral blood flow (CBF) in rats were estimated noninvasively with a high-resolution animal positron emission tomography (PET) system that we recently developed. Qualifications of CMRglc and CBF were attempted with radiotracers, 18F-2-fluoro-2-deoxyglucose and 15O-water, respectively. From the data obtained with PET, the CMRglc and CBF values under pretreatment conditions were respectively calculated as 51 +/- 14 mumol/min/100 g and 61 +/- 7 ml/min/100 g under pentobarbital-anesthesia. These values were in close agreement with published data obtained with the autoradiographic technique. Moreover, an increase of 69% (mean) in CBF was detected after i.v. acetazolamide administration. The results indicate that this high-resolution animal PET scanner holds great potential for the assessment of drug-related metabolic and circulatory effects in intact and experimental animals.",Post-translational modification,noninvasive measurement cerebral blood flow glucose metabolic rate rat highresolution animal positron emission tomography pet novel vivo approach assessing drug action brain small animal cerebral metabolic rate glucose cmrglc cerebral blood flow cbf rat estimated noninvasively highresolution animal positron emission tomography pet system recently developed qualification cmrglc cbf attempted radiotracers ffluorodeoxyglucose owater respectively data obtained pet cmrglc cbf value pretreatment condition respectively calculated mumolmin mlmin pentobarbitalanesthesia value close agreement published data obtained autoradiographic technique moreover increase mean cbf detected iv acetazolamide administration result indicate highresolution animal pet scanner hold great potential assessment drugrelated metabolic circulatory effect intact experimental animal
7487421,"Development of a parenterally administrable hydrosol preparation of the ""third generation platinum complex"" [(+/-)-1,2-bis(4-fluorophenyl)ethylenediamine]dichloroplatinum(II). Part 1. Preparation and studies on the stability and antitumor activity. The development of a galenical formulation for poorly water soluble dichloroplatinum(II) complexes suitable for the parenteral administration in cancer chemotherapy is described. The procedure, which we elaborated for [(+/-)-1,2-bis(4-fluorophenyl)ethylenediamine]dichloroplatinum(II) (rac-4F-PtCl2), is based on the reaction of a soluble diaquaplatinum(II) salt with sodium chloride in water in the presence of pluronic F 68 as stabilizer and results in a sufficiently stable colloidal solution (i.e. hydrosol). In contrast to the poorly water soluble synthetic rac-4F-PtCl2, which was ineffective towards the hormone sensitive MXT-M-3.2 breast cancer of the mouse, its hydrosol formulation proved to be highly active and was very well tolerated.",Post-translational modification,development parenterally administrable hydrosol preparation third generation platinum complex bisfluorophenylethylenediaminedichloroplatinumii part preparation study stability antitumor activity development galenical formulation poorly water soluble dichloroplatinumii complex suitable parenteral administration cancer chemotherapy described procedure elaborated bisfluorophenylethylenediaminedichloroplatinumii racfptcl based reaction soluble diaquaplatinumii salt sodium chloride water presence pluronic stabilizer result sufficiently stable colloidal solution ie hydrosol contrast poorly water soluble synthetic racfptcl ineffective towards hormone sensitive mxtm breast cancer mouse hydrosol formulation proved highly active well tolerated
7487365,"Synergistic antiproliferative activity of tumor necrosis factor alpha (TNF-alpha) and lovastatin. We assessed the antiproliferative effect of tumor necrosis factor alpha (TNF-alpha) and lovastatin, an inhibitor of 3-hydroxy-3-methylglutaryl-coenzyme A (HMG-CoA) reductase, alone and in combination, on two murine tumor cell lines. Recombinant TNF-alpha inhibited proliferation of murine MmB16 melanoma cells in a concentration-dependent fashion but stimulated growth of murine L1210 leukemia cells at 0.1 ng/ml concentration. Lovastatin inhibited proliferation both of murine MmB16 melanoma cells and of murine L1210 leukemia cells in a concentration-dependent fashion. In combination with tumor necrosis factor alpha lovastatin inhibited synergistically growth of both cell lines as assessed by isobologram analysis. Our data show that lovastatin, a cholesterol synthesis inhibitor, introduced to the clinic to treat hypercholesterolemia, used either as a single or in combination with TNF-alpha inhibits growth of MmB16 melanoma and L1210 leukemia cells.",Post-translational modification,synergistic antiproliferative activity tumor necrosis factor alpha tnfalpha lovastatin assessed antiproliferative effect tumor necrosis factor alpha tnfalpha lovastatin inhibitor hydroxymethylglutarylcoenzyme hmgcoa reductase alone combination two murine tumor cell line recombinant tnfalpha inhibited proliferation murine mmb melanoma cell concentrationdependent fashion stimulated growth murine leukemia cell ngml concentration lovastatin inhibited proliferation murine mmb melanoma cell murine leukemia cell concentrationdependent fashion combination tumor necrosis factor alpha lovastatin inhibited synergistically growth cell line assessed isobologram analysis data show lovastatin cholesterol synthesis inhibitor introduced clinic treat hypercholesterolemia used either single combination tnfalpha inhibits growth mmb melanoma leukemia cell
7510151,Significance of granulocyte colony-stimulating factor (G-CSF)-induced increases in LDH. ,Post-translational modification,significance granulocyte colonystimulating factor gcsfinduced increase ldh
7504153,Adverse reaction reporting and new antipsychotics. ,Post-translational modification,adverse reaction reporting new antipsychotic
7498021,"Factors influencing family planning use in Ilorin, Nigeria. Over a three-year period (1990-1992), the factors influencing the use of family planning among the 7,902 clients attending the Planned Parenthood Federation of Nigeria (PPFN) Clinic in Ilorin were studied. The patients were predominantly females (74.1%). Urban residents (66.1%), educated clients (77.4%), clients aged 25-39 years (73%), and those with three or more children (74.8%) are more likely to use family planning. More Moslems (61%) than Christians (39%) appear to embrace family planning practice in Ilorin.",Post-translational modification,factor influencing family planning use ilorin nigeria threeyear period factor influencing use family planning among client attending planned parenthood federation nigeria ppfn clinic ilorin studied patient predominantly female urban resident educated client client aged year three child likely use family planning moslem christian appear embrace family planning practice ilorin
7494144,"Anti-AIDS agents, 21. Triterpenoid saponins as anti-HIV principles from fruits of Gleditsia japonica and Gymnocladus chinensis, and a structure-activity correlation. Gleditsia saponin C [1] and gymnocladus saponin G [2] were isolated from Gleditsia japonica and Gymnocladus chinensis, respectively, as anti-HIV principles. Compounds 1 and 2 demonstrated inhibitory effects against HIV replication in H-9 cells with EC50 values of 1.1 and 2.7 microM, respectively. Evaluation of the anti-HIV activities of the prosapogenins of 1 and 2 suggested that the unusual monoterpenyl moieties in 1 and 2 are essential for their anti-HIV activity. Derivatives of echinocystic acid [8], the aglycone of compound 1, were also prepared and evaluated for inhibitory activity against HIV replication. 3,16-Di-O-acetylechinocystic acid [12] was shown to be an anti-HIV agent with an EC50 value of 2.3 microM.",Post-translational modification,antiaids agent triterpenoid saponin antihiv principle fruit gleditsia japonica gymnocladus chinensis structureactivity correlation gleditsia saponin gymnocladus saponin isolated gleditsia japonica gymnocladus chinensis respectively antihiv principle compound demonstrated inhibitory effect hiv replication cell ec value microm respectively evaluation antihiv activity prosapogenins suggested unusual monoterpenyl moiety essential antihiv activity derivative echinocystic acid aglycone compound also prepared evaluated inhibitory activity hiv replication dioacetylechinocystic acid shown antihiv agent ec value microm
7508315,Control of meningococcal disease. ,Post-translational modification,control meningococcal disease
7503322,"Hypothalamic response to starvation: implications for the study of wasting disorders. Weight loss is a potent stimulus to food intake in normal individuals. The persistence of anorexia in wasting disorders, therefore, implies a failure of this adaptive feeding response. We describe a model for the normal hypothalamic response to starvation composed of the stimulation of neuronal pathways that promote energy intake and storage coupled with the inhibition of pathways that exert opposing effects. This model provides a framework for investigating disturbances of the normal hypothalamic response to weight loss and suggests a specific mechanism by which cytokines contribute to wasting in acquired immune deficiency syndrome and other cachexic disorders.",Post-translational modification,hypothalamic response starvation implication study wasting disorder weight loss potent stimulus food intake normal individual persistence anorexia wasting disorder therefore implies failure adaptive feeding response describe model normal hypothalamic response starvation composed stimulation neuronal pathway promote energy intake storage coupled inhibition pathway exert opposing effect model provides framework investigating disturbance normal hypothalamic response weight loss suggests specific mechanism cytokine contribute wasting acquired immune deficiency syndrome cachexic disorder
7488621,"Rapid diffusion of the lipid phosphorus of phosphatidylglycerol liposomes through polycarbonate membranes is caused by the oxidation of the unsaturated fatty acids. The lipid phosphorus of phosphatidylglycerol liposomes was found to diffuse extensively, after a lag time of 1 to 2 days, through a 0.1 micron pore size polycarbonate membrane in a two compartment system. Diffusion occurred when either multilamellar or large unilamellar vesicles were studied, even if they were sedimented to eliminate any smaller particles. The lipid of liposomes prepared under sterile conditions also diffused extensively. Diffusion appeared to be related to the age of the vesicles, and could be eliminated by incorporating antioxidants into the liposomes, or by using liposomes prepared from saturated phospholipids (C14 or larger). This indicated that diffusion was caused by phospholipid oxidation, which was confirmed by HPLC analysis. Phospholipid phosphorus that diffused through a membrane appeared more polar, as indicated by its capacity to distribute into the upper phase of a two phase extraction. Phospholipid phosphorus diffusion was preceded by the complete loss of liposomes contents, indicated by the complete diffusion of encapsulated carboxyfluorescein through the membrane. Oxidation of the lipid could be prevented by inclusion of either butylated hydroxytoluene or alpha-tocopherol in the membrane. The best retention of liposomal contents was achieved when both antioxidants and cholesterol were included in the liposome preparation. The antioxidant incorporated in the liposomes remained effective in protecting the phospholipids upon storage at 4 degrees C for 2 months. The inclusion of EDTA in the suspension medium retarded the rapid oxidation, suggesting that the presence of trace amounts of heavy metal ions in the buffer catalyzed the oxidation. Phospholipid oxidation was most effectively inhibited by the presence of serum or chemically defined medium, suggesting that oxidation of liposomal lipids in a biological environment may be minimized if appropriate steps are taken.",Post-translational modification,rapid diffusion lipid phosphorus phosphatidylglycerol liposome polycarbonate membrane caused oxidation unsaturated fatty acid lipid phosphorus phosphatidylglycerol liposome found diffuse extensively lag time day micron pore size polycarbonate membrane two compartment system diffusion occurred either multilamellar large unilamellar vesicle studied even sedimented eliminate smaller particle lipid liposome prepared sterile condition also diffused extensively diffusion appeared related age vesicle eliminated incorporating antioxidant liposome using liposome prepared saturated phospholipid larger indicated diffusion caused phospholipid oxidation confirmed hplc analysis phospholipid phosphorus diffused membrane appeared polar indicated capacity distribute upper phase two phase extraction phospholipid phosphorus diffusion preceded complete loss liposome content indicated complete diffusion encapsulated carboxyfluorescein membrane oxidation lipid prevented inclusion either butylated hydroxytoluene alphatocopherol membrane best retention liposomal content achieved antioxidant cholesterol included liposome preparation antioxidant incorporated liposome remained effective protecting phospholipid upon storage degree month inclusion edta suspension medium retarded rapid oxidation suggesting presence trace amount heavy metal ion buffer catalyzed oxidation phospholipid oxidation effectively inhibited presence serum chemically defined medium suggesting oxidation liposomal lipid biological environment may minimized appropriate step taken
7481456,"[Infections of central venous catheters]. The central venous catheter is considered the lifeline of patients requiring long-term parenteral nutrition, and its infectious complications accordingly represent a frequent cause for hospitalization and morbidity. Modern catheters made of Silastic increase the duration and efficiency of venous access, but their substitution is also more complex and expensive. In a small series of patients undergoing home parenteral nutrition due to short bowel syndrome, and carrying. Silastic catheters, infection of the cannula was treated by administration of systemic as well as local antimicrobial agents. The septic process was resolved without the need of removing the catheters, and with excellent tolerance to the medications. It is concluded that in-situ sterilization of long-term catheters should be attempted in selected cases.",Post-translational modification,infection central venous catheter central venous catheter considered lifeline patient requiring longterm parenteral nutrition infectious complication accordingly represent frequent cause hospitalization morbidity modern catheter made silastic increase duration efficiency venous access substitution also complex expensive small series patient undergoing home parenteral nutrition due short bowel syndrome carrying silastic catheter infection cannula treated administration systemic well local antimicrobial agent septic process resolved without need removing catheter excellent tolerance medication concluded insitu sterilization longterm catheter attempted selected case
7481434,"Limb salvage procedures in osteosarcomas around the knee joint. Surgical techniques developed for restoring skeletal continuity after a local resection of a bone tumor (limb salvage procedures) revolutionized the management of the patient suffering from osteosarcomas around the knee. In this article the authors review the current status of various reconstruction procedures; they include osteoarticular allograft arthrodesis, rotation plasty, expandable prosthesis and knee arthroplasty. In summary they suggest that the knee arthrodesis is the preferred procedure for young and active patients, the rotation plasty should be recommended as the alternative to amputation for very young patients, and the customized prostheses are preferred for patients with limited longevity.",Post-translational modification,limb salvage procedure osteosarcoma around knee joint surgical technique developed restoring skeletal continuity local resection bone tumor limb salvage procedure revolutionized management patient suffering osteosarcoma around knee article author review current status various reconstruction procedure include osteoarticular allograft arthrodesis rotation plasty expandable prosthesis knee arthroplasty summary suggest knee arthrodesis preferred procedure young active patient rotation plasty recommended alternative amputation young patient customized prosthesis preferred patient limited longevity
7501599,"Effect of electrical stunning amperage and peri-mortem struggle on broiler breast rigor development and meat quality. Two experiments were conducted to determine the effects of electrical stunning and peri-mortem muscle activity (struggle in and around the time of slaughter) on post-mortem biochemical reactions in broiler breast muscle (Pectoralis major). Broilers were stunned with either 50 or 125 mA or were killed without stunning. In Experiment 1 (n = 273), broilers were either physically restrained to reduce struggling during slaughter or were unrestrained and allowed to struggle freely. Breast mean pH and R-value (ratio of adenosine to inosine nucleotides) were determined at 15 min and 24 h post-mortem, and Allo-Kramer shear was determined on 48 h post-mortem cooked meat samples from muscles excised at 15 min or 24 h. In Experiment 2 (n = 65), the breast muscle was unilaterally denervated by surgically severing the Pectoralis nerve on one side and performing a sham operation on the contralateral side. Results indicated that physical restraint resulted in higher muscle pH and lower R-values at 15 min post-mortem in the unstunned birds and birds stunned at 50 mA, but had no effect on breast meat from birds stunned at 125 mA. There were no treatment effects on meat tenderness or 24-h post-mortem pH or R-values. Stunning amperage had no effect on denervated muscle pH at 15 min post-mortem, but did affect the sham-operated muscle pH and R-values as in Experiment 1. These results indicate that the main effect of electrical stunning on early rigor development may be due primarily to inhibition of peri-mortem struggle.",Post-translational modification,effect electrical stunning amperage perimortem struggle broiler breast rigor development meat quality two experiment conducted determine effect electrical stunning perimortem muscle activity struggle around time slaughter postmortem biochemical reaction broiler breast muscle pectoralis major broiler stunned either killed without stunning experiment broiler either physically restrained reduce struggling slaughter unrestrained allowed struggle freely breast mean ph rvalue ratio adenosine inosine nucleotide determined min postmortem allokramer shear determined postmortem cooked meat sample muscle excised min experiment breast muscle unilaterally denervated surgically severing pectoralis nerve one side performing sham operation contralateral side result indicated physical restraint resulted higher muscle ph lower rvalues min postmortem unstunned bird bird stunned effect breast meat bird stunned treatment effect meat tenderness postmortem ph rvalues stunning amperage effect denervated muscle ph min postmortem affect shamoperated muscle ph rvalues experiment result indicate main effect electrical stunning early rigor development may due primarily inhibition perimortem struggle
7489965,"Recombinant interferon-alfa therapy in children with chronic hepatitis C. The efficacy of recombinant interferon-alfa therapy in children with chronic hepatitis C has been evaluated in a randomized, controlled pilot study including 27 patients, aged 2 to 14 years, without underlying systemic diseases. On entry, all patients had abnormal alanine transaminase (ALT) levels, 22 were hepatitis C virus (HCV) RNA positive, 19 had mild chronic active hepatitis, and 8 had chronic persistent hepatitis on liver biopsy. Fourteen children received 5 MU/m2 of recombinant interferon-alfa2b thrice weekly for 4 months. If at this time ALT had been reduced to at least 50% the baseline level, treatment was continued up to 12 months. The other 13 children remained untreated. The whole follow-up period lasted 24 months. Interferon was stopped at 4 months in 4 children because of an ALT increase (2 cases), unchanged ALT and febrile convulsions (1 case), and slight ALT decrease (1 case). This latter patient, however, had normal ALT at 6 months and throughout further follow-up, and cleared HCV RNA, thus behaving as a sustained responder. All 10 children treated for 12 months had normal levels of ALT, and 9 were HCV RNA negative at the end of treatment. Of the 9 children who could be followed to 24 months, 4 relapsed soon after therapy withdrawal and 5 maintained a sustained biochemical and virologic response. Overall, 6 (43%) of 14 treated children had a sustained ALT normalization associated with HCV RNA clearance as compared with only 1 (7.5%) untreated child who had a sustained ALT normalization but did not clear HCV RNA.(ABSTRACT TRUNCATED AT 250 WORDS)",Post-translational modification,recombinant interferonalfa therapy child chronic hepatitis efficacy recombinant interferonalfa therapy child chronic hepatitis evaluated randomized controlled pilot study including patient aged year without underlying systemic disease entry patient abnormal alanine transaminase alt level hepatitis virus hcv rna positive mild chronic active hepatitis chronic persistent hepatitis liver biopsy fourteen child received mum recombinant interferonalfab thrice weekly month time alt reduced least baseline level treatment continued month child remained untreated whole followup period lasted month interferon stopped month child alt increase case unchanged alt febrile convulsion case slight alt decrease case latter patient however normal alt month throughout followup cleared hcv rna thus behaving sustained responder child treated month normal level alt hcv rna negative end treatment child followed month relapsed soon therapy withdrawal maintained sustained biochemical virologic response overall treated child sustained alt normalization associated hcv rna clearance compared untreated child sustained alt normalization clear hcv rnaabstract truncated word
7501560,"Cervical occult spinal dysraphism: MRI findings and the value of a vascular birthmark. Spinal dysraphism is easily recognized in the overt form as a meningocele or myelomeningocele. The closed form or occult spinal dysraphism (OSD) can be overlooked. It occurs predominantly at the lumbosacral level, but OSD at the cervical level, although very rare, also occurs. The value of magnetic resonance imaging investigations in preparation for surgical treatment is emphasized. We discuss the value of various midline posterior skin anomalies as indicators of an underlying developmental defect in the neural axis. Hallmarks for OSD in the inferior third of the back are well known. They can also occur at the cervical level. Among these warning cutaneous midline changes, a vascular stain alone is rarely a clue for OSD whatever the spinal level involved, and specifically in the nuchal area.",Post-translational modification,cervical occult spinal dysraphism mri finding value vascular birthmark spinal dysraphism easily recognized overt form meningocele myelomeningocele closed form occult spinal dysraphism osd overlooked occurs predominantly lumbosacral level osd cervical level although rare also occurs value magnetic resonance imaging investigation preparation surgical treatment emphasized discus value various midline posterior skin anomaly indicator underlying developmental defect neural axis hallmark osd inferior third back well known also occur cervical level among warning cutaneous midline change vascular stain alone rarely clue osd whatever spinal level involved specifically nuchal area
7499812,"Nosocomial and community-acquired Xanthomonas maltophilia infection in tropical Australia. Xanthomonas maltophilia infection is recognized as a serious problem in association with immunosuppressive and invasive therapies, and with the use of broad-spectrum antibiotics. In Darwin Hospital in Australia's Northern Territory preliminary evidence of nosocomial transmission of X. maltophilia prompted this retrospective examination of all X. maltophilia isolates over a 30 month period. X. maltophilia was most frequently isolated in the 'wet season' corresponding to times of increased antibiotic treatment of the serious community-acquired pneumonias encountered in this tropical region. A relatively high proportion of community-acquired isolates (4/18; 22%) was documented. This study demonstrates that X. maltophilia infection is an emerging cause of morbidity in tropical regions where endemic infections require the use of broad-spectrum beta-lactams.",Post-translational modification,nosocomial communityacquired xanthomonas maltophilia infection tropical australia xanthomonas maltophilia infection recognized serious problem association immunosuppressive invasive therapy use broadspectrum antibiotic darwin hospital australia northern territory preliminary evidence nosocomial transmission maltophilia prompted retrospective examination maltophilia isolates month period maltophilia frequently isolated wet season corresponding time increased antibiotic treatment serious communityacquired pneumonia encountered tropical region relatively high proportion communityacquired isolates documented study demonstrates maltophilia infection emerging cause morbidity tropical region endemic infection require use broadspectrum betalactams
7490559,"Inhibition of 5 alpha-reductase in genital skin fibroblasts and prostate tissue by dietary lignans and isoflavonoids. Isoflavonoids and lignans, constituents of many plant foods, have been proposed as protective agents in those populations with a low incidence of hormone-dependent cancers. They may act by their inhibition of the metabolism of growth-promoting steroid hormones. This report describes the inhibition of 5 alpha-reductase and 17 beta-hydroxysteroid dehydrogenase by six isoflavonoids and two lignans in human genital skin fibroblast monolayers and homogenates, and in benign prostatic hyperplasia tissue homogenates. In genital skin fibroblasts, genistein, biochanin A and equol were the most potent inhibitors of 5 alpha-reductase activity, each resulting in greater than 80% inhibition at a concentration of 100 microM. The IC50 values for genistein and a seven-compound mixture were approximately 35 microM and 20 microM (2.9 microM of each compound) respectively. Of the lignans, enterolactone was the most potent inhibitor. Inhibition by biochanin A was shown to be reversible. When genital skin fibroblast homogenates were used, biochanin A was found to inhibit 5 alpha-reductase isozymes 1 and 2 to differing extents (30% and 75% respectively). Genistein was shown to inhibit 5 alpha-reductase 2 in a non-competitive nature (Vmax and Km values without and with inhibitor were 30 and 20 pmol/mg protein per h and 177 and 170 nM respectively). All of the compounds tested inhibited 17 beta-hydroxysteroid dehydrogenase activity in genital skin fibroblast monolayers. When prostate tissue homogenates were used, the compounds tested were better inhibitors of 5 alpha-reductase 1 than 2.(ABSTRACT TRUNCATED AT 250 WORDS)",Post-translational modification,inhibition alphareductase genital skin fibroblast prostate tissue dietary lignans isoflavonoids isoflavonoids lignans constituent many plant food proposed protective agent population low incidence hormonedependent cancer may act inhibition metabolism growthpromoting steroid hormone report describes inhibition alphareductase betahydroxysteroid dehydrogenase six isoflavonoids two lignans human genital skin fibroblast monolayers homogenate benign prostatic hyperplasia tissue homogenate genital skin fibroblast genistein biochanin equol potent inhibitor alphareductase activity resulting greater inhibition concentration microm ic value genistein sevencompound mixture approximately microm microm microm compound respectively lignans enterolactone potent inhibitor inhibition biochanin shown reversible genital skin fibroblast homogenate used biochanin found inhibit alphareductase isozymes differing extent respectively genistein shown inhibit alphareductase noncompetitive nature vmax km value without inhibitor pmolmg protein per nm respectively compound tested inhibited betahydroxysteroid dehydrogenase activity genital skin fibroblast monolayers prostate tissue homogenate used compound tested better inhibitor alphareductase abstract truncated word
7483025,"[Outbreak of serogroup C meningococcal disease among teenagers in Randers--preventive measures and examination of the meningococcal carrier conditions]. An outbreak involving 20 cases of serogroup C meningococcal disease, predominantly among teenagers, occurred over a seven-month period in the Randers area of Denmark. The cases were caused by a serogroup C:2a:P1.2 sulphonamide-resistant strain. The available evidence was against the transmission being related to particular schools. The outbreak was experienced as three clusters. At two schools involved in the first and the third cluster of the outbreak, 351 students were examined regarding pharyngeal carriage of meningococci, 282 of whom were tested again 17 weeks later; 308 students attending two similar schools in a nearby area were examined once. The majority of strains isolated from group C carriers in the high-risk area were serologically indistinguishable from the outbreak strain (13/14 = 95%), but less often sulphonamide-resistant (5/13 = 38%). In both areas, the overall carrier rate (30%), the overall group C rate (3%) and, the carrier rate for the outbreak strain (1%) were the same. The attack rate for the outbreak strain differed significantly: 1/40 in the high-risk area versus 1/2.500 in the normal risk area. No conditions that might explain this difference were revealed. Immediately after recognition of the first and the third cluster, 780 and 13,300 students, respectively, were vaccinated with meningococcal polysaccharide vaccine A+C. It was concluded that the definition of target groups for vaccination should be liberal, because the ""at risk"" population may be difficult to recognize at the onset of an outbreak.",Post-translational modification,outbreak serogroup meningococcal disease among teenager randerspreventive measure examination meningococcal carrier condition outbreak involving case serogroup meningococcal disease predominantly among teenager occurred sevenmonth period randers area denmark case caused serogroup cap sulphonamideresistant strain available evidence transmission related particular school outbreak experienced three cluster two school involved first third cluster outbreak student examined regarding pharyngeal carriage meningococci tested week later student attending two similar school nearby area examined majority strain isolated group carrier highrisk area serologically indistinguishable outbreak strain le often sulphonamideresistant area overall carrier rate overall group rate carrier rate outbreak strain attack rate outbreak strain differed significantly highrisk area versus normal risk area condition might explain difference revealed immediately recognition first third cluster student respectively vaccinated meningococcal polysaccharide vaccine ac concluded definition target group vaccination liberal risk population may difficult recognize onset outbreak
7476996,"Lactate dehydrogenase A subunit messenger RNA stability is synergistically regulated via the protein kinase A and C signal transduction pathways. We have identified and studied a posttranscriptional mechanism of lactate dehydrogenase A (LDH) subunit gene expression at the level of mRNA stability. Using the well differentiated rat C6 glioma cell line as a model system, the effects of activators of the protein kinase A and C pathways on the half-life of LDH A mRNA were measured by two independent methods: 1) by the RNA synthesis inhibitor-chase method using actinomycin D, and 2) by analysis of decay of LDH A [3H]mRNA in [3H]uridine-labeled cells. By each method, the half-life of relatively short-lived LDH A mRNA was increased 5- to 7-fold in 8- (4-chloro-phenylthio) cAMP or forskolin-treated and about 3-fold in 12-0-tetradecanoylphorbol-13- acetate (TPA) or dioctanoylglycerol-treated cells. Forskolin acted synergistically with TPA to prolong LDH A mRNA half-life from 55 min to more than 20 h. The relatively rapid basal decay rate of LDH A mRNA was also considerably slowed in the presence of the protein phosphatase inhibitor okadaic acid, suggesting a functional role for protein phosphorylation in the stabilization process. In glioma cells stably transformed with a protein kinase A catalytic subunit expression vector, overexpression of the catalytic subunit stabilized LDH mRNA to the degree seen in forskolin-treated cells. In cells transfected with a protein kinase A inhibitor-expression vector, cAMP-mediated stabilization of LDH A mRNA half-life was prevented. Furthermore, both staurosporin and 3- [1-(3-dimethylaminopropyl)-indol-3-yl]-3-(indol- 3-yl)- maleimide, inhibitors of protein kinase C, prevented the TPA-induced stabilization of LDH A mRNA. We conclude from the experimental data that the protein kinase A and C signal pathways play an active functional role in regulating LDH A mRNA stability and act cooperatively to achieve LDH A mRNA stability regulation.",Post-translational modification,lactate dehydrogenase subunit messenger rna stability synergistically regulated via protein kinase signal transduction pathway identified studied posttranscriptional mechanism lactate dehydrogenase ldh subunit gene expression level mrna stability using well differentiated rat glioma cell line model system effect activator protein kinase pathway halflife ldh mrna measured two independent method rna synthesis inhibitorchase method using actinomycin analysis decay ldh hmrna huridinelabeled cell method halflife relatively shortlived ldh mrna increased fold chlorophenylthio camp forskolintreated fold tetradecanoylphorbol acetate tpa dioctanoylglyceroltreated cell forskolin acted synergistically tpa prolong ldh mrna halflife min relatively rapid basal decay rate ldh mrna also considerably slowed presence protein phosphatase inhibitor okadaic acid suggesting functional role protein phosphorylation stabilization process glioma cell stably transformed protein kinase catalytic subunit expression vector overexpression catalytic subunit stabilized ldh mrna degree seen forskolintreated cell cell transfected protein kinase inhibitorexpression vector campmediated stabilization ldh mrna halflife prevented furthermore staurosporin dimethylaminopropylindolylindol yl maleimide inhibitor protein kinase prevented tpainduced stabilization ldh mrna conclude experimental data protein kinase signal pathway play active functional role regulating ldh mrna stability act cooperatively achieve ldh mrna stability regulation
7476966,"A somatic cell genetic method for identification of untargeted mutations in the glucocorticoid receptor that cause hormone binding deficiencies. Mouse T lymphoma cell line W7MG1, which is killed by physiological concentrations of glucocorticoid agonists, was used as a convenient genetic system for isolating sublines containing mutant glucocorticoid receptors (GR) with hormone-binding deficiencies. Partially hormone-resistant cell clones were derived from chemically mutagenized cell populations by selecting for growth in moderate concentrations of dexamethasone (Dex) and then screening for failure to grow in high Dex concentrations. Such clones are likely to have mutant GR. In GR cDNA clones from the partially resistant cell sublines, three different functionally significant mutations in the hormone-binding domain were identified: Leu-569 changed to Phe (L569F), Leu-670 to Phe (L670F), and Met-672 to Ile (M672I). Dose-response analyses with Dex and affinity labeling studies with dexamethasone 21-mesylate in transiently transfected cells indicated that all three mutant GR species had hormone-binding deficiencies. However, at saturating Dex concentrations the mutant and wild type GR activated a hormone-inducible reporter gene to the same extent; thus, these three mutations did not affect the ability of GR to activate transcription of the reporter gene after hormone was bound. In dose-response curves conducted with several glucocorticoid agonists, mutations L670F and M672I caused no change in ligand-binding specificities, while mutation L569F caused a modest change in specificity. Quantitative hormone-binding studies conducted with mutant GR synthesized in cell-free reactions showed that mutant GR species L569F and M672I had reduced Dex-binding affinities both at 0 C and at 22 C in the presence of molybdate. In contrast, for the L670F mutant, which exhibited the severest deficiency in vivo, the hormone-binding deficiency in the cell-free system was evident only at 26-37 C and primarily in the absence of molybdate. We propose that the L670F GR is an activation-labile type of mutant, which binds hormone normally in the presence of heat shock protein 90 but loses hormone rapidly after dissociation from heat shock protein 90. These three mutations define two new subregions of the GR polypeptide that are important for hormone binding.",Post-translational modification,somatic cell genetic method identification untargeted mutation glucocorticoid receptor cause hormone binding deficiency mouse lymphoma cell line wmg killed physiological concentration glucocorticoid agonist used convenient genetic system isolating sublines containing mutant glucocorticoid receptor gr hormonebinding deficiency partially hormoneresistant cell clone derived chemically mutagenized cell population selecting growth moderate concentration dexamethasone dex screening failure grow high dex concentration clone likely mutant gr gr cdna clone partially resistant cell sublines three different functionally significant mutation hormonebinding domain identified leu changed phe lf leu phe lf met ile mi doseresponse analysis dex affinity labeling study dexamethasone mesylate transiently transfected cell indicated three mutant gr specie hormonebinding deficiency however saturating dex concentration mutant wild type gr activated hormoneinducible reporter gene extent thus three mutation affect ability gr activate transcription reporter gene hormone bound doseresponse curve conducted several glucocorticoid agonist mutation lf mi caused change ligandbinding specificity mutation lf caused modest change specificity quantitative hormonebinding study conducted mutant gr synthesized cellfree reaction showed mutant gr specie lf mi reduced dexbinding affinity presence molybdate contrast lf mutant exhibited severest deficiency vivo hormonebinding deficiency cellfree system evident primarily absence molybdate propose lf gr activationlabile type mutant bind hormone normally presence heat shock protein loses hormone rapidly dissociation heat shock protein three mutation define two new subregions gr polypeptide important hormone binding
