pubmed_id,abstract,topic
7439965,Cooperative programme of the European Economic Community on short-term assays for mutagenicity. ,Immunology
7439828,Hand markings of the Shroud of Turin. ,Immunology
7439637,Secretin injection test in the diagnosis of gastrinoma. ,Immunology
7439352,Biological properties of a new non-fluorinated topical antiinflammatory steroid. ,Immunology
7438354,"Quantitative difference in ""critical"" stenosis between right and left coronary artery in man. Coronary artery stenoses that limit blood flow below demand are considered critical. In this comparative study we investigated whether the same degree of stenosis in either the proximal third of the right coronary artery (RCA) or the proximal third of the left anterior descending artery (LAD) causes critical flow reduction. Lesions were quantified from 35-mm cinefilms in multiple projections using a vernier caliper. These morphometric measurements were correlated with various manifestations of critical flow reduction, such as angina pectoris, development of collateral vessels and segmental wall motion abnormalities. In 13 patients with anginal pain and isolated RCA stenosis, the mean degree of obstruction was 63% area stenosis, which was significantly lower (p < 0.05) than that measured in 17 symptomatic patients who had isolated obstructions of the LAD (77% area stenosis). In patients with an identical degree of obstruction (78%) in either the LAD or RCA, collateral vessels were angiographically demonstrable in 53% of the RCA stenoses but in only 29% of the LAD stenoses. Furthermore, when the stenoses were less than 63% in the RCA and LAD, regional wall motion abnormalities were more frequently (p < 0.05) associated with RCA than with LAD stenoses. These observations indicate that a significantly smaller percent area of stenosis is critical in the RCA than in the LAD.",Immunology
7435695,Manic psychosis following rapid withdrawal from baclofen. ,Immunology
7433333,"Xanthogranulomatous pyelonephritis presenting with unilateral renal vein thrombosis. Haematuria in an elderly patient is a common urological complaint. A patient is described in whom xanthogranulomatous pyelonephritis presented as unilateral renal vein thrombosis. So far as the author is aware, this is the first report of such an association.",Immunology
7432997,Selective attention in the speeded classification and comparison of multidimensional stimuli. ,Immunology
7423674,[Post-operative care after reconstructive and plastic surgery of the knee ligaments (author's transl)]. ,Immunology
7414681,"Rearing black flies (Diptera: Simuliidae) in a closed system of water circulation. A method of rearing large numbers of black flies has been devised using a closed system of water circulation. The subsystems used for hatching, feeding, filtration, and adult trapping are labor-efficient and sufficiently flexible to be useful for rearing most species of temperate and tropical black flies. The filtration subsystem permits a daily assessment of such parameters as larval growth rate, drift, and mortality so that life table statistics can be derived for populations of immatures. Four species of black flies, Simulium pictipes, S. vittatum, S. decorum, and Cnephia dacotensis, were used in developing this unique rearing system. Percentage survival varied with species and appeared to be a function of food quantity within discrete particle-size intervals. Over 28,000 larvae of C. dacotensis were reared in a single unit with 89.3% surviving to the adult stage. In each of two rearings of S. pictipes, conducted under different nutritional regimens, approximately 60% survived to the imaginal stage. Over 9,500 adults of S. vittatum were reared from 12,127 eggs. An F1 generation of S. decorum was produced from parental stock that originated as field-collected larvae. Combined survivorship of this species approached 94% with the production of 5,847 adults.",Immunology
7414616,"The importance of pluripotential stem cells in benzene toxicity. Several schedules of benzene exposure were evaluated for their effects on peripheral white blood cell counts, bone marrow cellularity and transplantable colony forming units (CFU-S) in male C57 Bl/6 mice. Intermittent exposure to 4000 ppm benzene in air produced leukopenia without altering the bone marrow cellularity. This same treatment, however, decreased the number of CFU-S to 30% of control values. Uninterrupted exposure to lower levels of benzene decreased peripheral cell counts within 24 h, and later decreased marrow cellularity. Exposure of a non-dividing population of stem cells (CFU-S) to benzene for up to 24 h produced no detectable effect on the subsequent development of spleen colonies, suggesting that the effect of benzene on CFU-S occurs only after peripheral cells are depleted. These findings indicate that benzene has affects on both differentiated cells and undifferentiated stem cells. An effect on the pluripotential stem cell is an important aspect of benzene toxicity, but not its exclusive or initial site of action.",Immunology
7414189,Sulindac and indomethacin in the treatment of ankylosing spondylitis: a double-blind cross-over study. ,Immunology
7414081,"Effects of starvation on the cardiovascular system, water balance and milk secretion in lactating goats. During starvation in the lactating goat, cardiac output, stroke volume, mammary blood flow, blood volume and the rate of milk secretion decreased markedly; total peripheral resistance and haematocrit increased while arterial blood pressure and plasma osmolality remained unchanged. Water consumption decreased markedly and the animals went into negative water balance even though water was available throughout.",Immunology
7409810,Use of spatial deconvolution ot compensate for distortion of EEG by volume conduction. ,Immunology
7440971,"Concentration dependence of the embryotoxic effects of benzene inhalation in CFY rats. CFY rats were exposed to continuous benzene inhalation 24 h/day from day 7 to day 14 of gestation at 150, 450, 1500, or 3000 mg/m3 (50, 150, 500, or 1000 ppm) atmospheric concentrations. None of the benzene concentrations used proved to be teratogenic. There was no increase in the incidence of external, visceral, or skeletal malformations. Benzene inhalation at a 150 mg/m3 concentration brought about a slight toxic effect at a 450 mg/m3 concentration a more pronounced effect on both mothers and fetuses. The toxic effects were manifest as an increase in maternal mortality, circulatory damage, decreased gain in body weight, decrease in the weight of the placenta in the mothers and an increase in mortality (early and late), retardation of development (weight and skeleton) in the fetuses. No further change in the parameters was seen with further increases in benzene concentration. Avoidance of the risks of benzene exposure seems desirable before the commencement of planned pregnancy in the human.",Immunology
7439759,[Problems in the further development of postgraduate training in industrial and sanitary chemistry for the laboratory health officers of epidemiological health stations]. ,Immunology
7439648,[Electromyographic investigations of the sphincter systems in the diagnosis of female urinary incontinence (author's transl)]. Electromyographic investigations of the sphincters of bladder and rectum allow reproduceable and objective signs of possible lesions of this region. That's why we use this method to identify preoperatively the pathogenesis of female urinary incontinence.,Immunology
7439646,[Laser treatment of the uterine cervix (author's transl)]. ,Immunology
7439358,Pharmacokinetic evaluation and bronchial concentration of aerosolized aminosidine. ,Immunology
7439296,Operant conditioning of cortical visual evoked potentials in the curarized rat and control of simultaneous subcortical activity. ,Immunology
7439082,Pediatric considerations of diseases and surgery of the tonsils and adenoids. ,Immunology
7438227,[Respiration and epilepsy thresholds. Reflex influence of brain respiratory activity]. ,Immunology
7438209,"Cell surface interaction induces polarization of mouse 8-cell blastomeres at compaction. The development of the polarized surface binding of the fluoresceinated ligand concanavalin A (FITC-Con A) was studied in blastomeres of the early mouse embryo. Single 8-cell blastomeres, natural 8-cell couplets derived from the in vitro division of individual 4-cell blastomeres, and reagregated couplets made from dissociated 8-cells were cultured for varying periods of time and on a variety of substrata. The development of surface polarity was found to be highly dependent upon cell contact. Over 50% of the cells in couplets were polarized after 4-5 hr in culture, with the smaller cell in the couplet usually more advanced in its polarization than the larger cell. The orientation of the poles of FITC-Con A binding was opposite the point of contact between cells in the couplets regardless of their previous orientation within the embryo or the plane of cleavage.",Immunology
7437959,Persistent sciatic artery: a case report. A persistent sciatic artery was an incidental finding in a 29-year-old man who was being investigated for severe varicose veins and venous ulceration. The authors review the embryology and literature pertaining to persistent sciatic artery. Because it has a propensity for aneurysm formation and thrombosis they recommend that elective surgery be considered for this condition. In young asymptomatic patients the condition of the anomalous artery should be monitored by ultrasonography until operative intervention is indicated. The operative procedure should consist of occlusion with a balloon catheter or ligation of the persistent artery following by femoropopliteal bypass.,Immunology
7437571,Corrosiveness of drinking water and cardiovascular disease mortality. ,Immunology
7437530,Evaluation of hypercoagulability after remission induction chemotherapy of acute leukemia. In 20 patients with acute leukemia the thrombin-mediated fibrin monomer complexes (SFMC) were determined before and after remission induction chemotherapy for several weeks to assess the extent of hypercoagulability. Increased levels of SFMC were observed in patients with high leukocyte cell counts after induction chemotherapy which may reflect the release of thromboplastic material from destructed leukemic cells. Patients with low leukocyte counts showed only a moderate increase in SFMC. A low concentration of antithrombin III (< 20 mg/100 ml) or a drop from a previously normal value was a prognostic unfavorable sign. An elevated level of plasmin-mediated fibrin-split-products could not be related to the course of therapy.,Immunology
7437501,"Interactions of molecules with nucleic acids. III. Steric and electrostatic energy contours for the principal intercalation sites, prerequisites for binding, and the exclusion of essential metabolites from intercalation. ",Immunology
7437349,"'Possession' in psychiatric patients in Britain. Various different types of explanation that have been offered for so-called possession states are reviewed. Patients continue to be seen who believe that they are possessed. A group of 16 such patients are described. The relative contributions of individual and cultural factors are discussed. It is concluded that in this group of patients, while cultural factors may exert a pathoplastic influence, the main causes of disturbance lie within the individual.",Immunology
7436996,"Effects of isoprenaline on functional capillary density in the subendocardial and subepicardial layer of the rat myocardium. The functional capillary density in subepicardial and subendocardial layers of rat heart was measured during rest and during isoprenaline-induced (5.0 microgram X kg-1 X min-1, i.v. over 3 minutes) cardiac stimulation. For determination of the number of perfused capillaries, a fluorescent dye (thioflavine S) was infused into the left atrium; 1, 3, 5 and 10 sec, respectively, after starting dye application, hearts were excised and rapidly cooled down to -50 degrees C. In histological sections capillaries which had been perfused during the dye infusion could be identified and counted. An increase in the number of stained vessels was found in both layers of the myocardium when the time of dye exposure was prolonged. Under these conditions the rise was much smaller in isoprenaline-treated animals, this effect being most marked in the subendocardial layer (3560 +/- 199 cap./mm2, control group; 2190 +/- 30 cap./mm2, isoprenaline-treated group; dye exposure 10 sec). Isoprenaline - at the dose used - induced an increase in total blood flow (3.7 +/- 0.6 ml X min-1 X g-1, control group; 6.8 +/- 0.7 ml X min-1 X g-1, isoprenaline-treated group), however, with a relatively less pronounced increase in the subendocardial blood flow (subendocardial/subepicardial flows: 1.08 +/- 0.13, control group; 0.66 +/- 0.01, isoprenaline-treated group). These results favour the view that isoprenaline-induced relative reduction in the subendocardial blood flow is due to disturbance of perfusion pressure and extravascular compression rather than to exhaustion of the myocardial capillary reserve.",Immunology
7436973,Cognitive therapy and behavioural practice. ,Immunology
7434444,Leishmaniasis in Tuscany (Italy). (III) The prevalence of canine leishmaniasis in two foci of Grosseto Province. ,Immunology
7433927,Plasma and synovial fluid pharmacokinetics and prostaglandin inhibitory effect of indoprofen in patients with rheumatoid arthritis. Indoprofen was given intravenously (bolus followed by infusion) and orally to 7 patients suffering from active rheumatoid arthritis with knee joint effusion. Indoprofen readily penetrated into synovial fluid in amounts which were directly correlated with areas under curves of plasma drug levels. Synovial fluid acted as a compartment distinct from the central (plasma) compartment. Indoprofen caused a substantial decrease in E2 and F2  alpha prostaglandin concentration in synovial fluid.,Immunology
7433860,"Abnormalities of oxidative phosphorylation due to excess of deficiency of thyroid hormones. ATP synthesis requires the presence of thyroid hormones that activate oxidative phosphorylation. ATP supports the energy consuming reactions such as actin-myosin interaction, calcium and sodium pump, which are essential in a normal heart function. Thyroid insufficiency depresses mitochondrial oxidation, leading to ATP depletion which can not be compensated by activated glycolysis. Glycolysis under conditions of hypoxia due to accumulation of lactate or NADPH, impairs membrane permeability and mitochondrial function, causing enzyme release and pump failure. In severe hyperthyroidism an ATP deficiency occurs by uncoupling of oxidative phosphorylation, T4 stimulating the extra-mitochondrial metabolic pathways. There is a disproportion between consumption of O2 and nutrients and ATP production. The T4--T3 excess via trace metal (magnesium, copper, zinc, iron, etc.) chelation inhibits enzyme activity which had impaired ATP synthesis. At the same time the excess of T4 by stimulating ATP-ase causes heat release and dissipation of ATP, favouring cardiothyreosis.",Immunology
7433008,[The clinical evaluation of CT and radionuclide examination in renal diseases (author's transl)]. ,Immunology
7431827,"Polyvalent strain-specific alloantisera as tools for routine genetic quality control of inbred and congenic strains of rats and mice. Strain-specific polyvalent alloantisera may be obtained by injecting lymphocytes pooled from several different strains into an inbred recipient. 6 sera of this type were produced in rats and 23 in mice. A dye-exclusion microcytotoxic test was used to evaluate the strain specificity of such sera. A total of 663 out of 713 (93.0%) of the tests conformed with expectation, but there were 58 (6.7%) false negative results in which the test failed to detect non-authentic animals. There were also 2 (0.3%) false positive results, in which authentic animals were shown as non-authentic. These were attributed to technical errors. Most false negative results occurred when serum and test cell suspensions matched at the major histocompatibility complex. It was concluded that the use of strain-specific polyvalent immune sera, coupled with a simple immunological test such as the microcytotoxic test, offers a sensitive and quick new method for routine genetic quality control.",Immunology
7431771,[Mesothelial cyst of the diaphragm]. ,Immunology
7431494,"New instrument for placement of circle tube nephrostomy. The circle tube nephrostomy recently has become a popular method for supravesical urinary drainage. A new instrument and technique to facilitate placement of the circle tube have been developed and used successfully in 16 patients requiring nephrostomy drainage for ureteral obstruction secondary to advanced pelvic neoplasms. This instrument and technique offer a simple, safe and effective method of establishing circle tube drainage.",Immunology
7430705,"A modified photometric technique for measuring sebum excretion rate. Accurate measurement of sebum excretion is necessary to evaluate drugs such as anti-androgen and the new retinoic acid derivatives. Existing techniques are good, but some are inaccurate at high levels of sebum and are time-consuming for technicians. We have therefore, re-examined sebum excretion methodology and have developed a modified photometric technique. This technique, which utilizes a robust, portable machine gives data which are accurate at all levels of sebum production and reduces the technician time of analysis without loss of accuracy or reproducibility.",Immunology
7428949,Structural data concerning the link proteins from bovine nasal cartilage proteolycan complex. ,Immunology
7428931,Preparation and purification of mononucleosome particles containing histone H5. ,Immunology
7428902,Methylation of erythrocyte membrane phospholipids in patients with myotonic and Duchenne muscular dystrophy. ,Immunology
7428290,"Effect of propranolol on heart rate, blood pressure and plasma noradrenaline during coitus in the rabbit. 1. The effects of coitus on heart rate, blood pressure and plasma concentration of noradrenaline were studied in six male rabbits. 2. During coitus, heart rate rose from 228 +/- 6 to 324 +/- 8 beats/min (mean +/- SEM; n = 24). Mean blood pressure rose from 87 +/- 3 to 165 +/- 4 mmHg, and plasma concentration of noradrenaline from 2.07 +/- 0.21 to 5.02 +/- 0.26 nmol/l. The maximum heart rate did not occur until after the peak in blood pressure. 3. Propranolol had no effect on the power expended during coitus, but there was a dose dependent fall in the changes in heart rate, blood pressure and plasma concentration of noradrenaline.",Immunology
7428215,"Epidemiology of fractures of the proximal femur in Rochester, Minnesota. An incidence study of fractures of the proximal femur has been conducted over a 10-year period. The results show a doubling of the fracture rate in each decade of life after age 50 years. A comparison of age-adjusted fracture rates with populations in different countries shows that in both men and women, the hip fracture is highest in the United States population examined in this study. The fracture rate is much greater in women than in men, and by age 90 years, about 32% of women and 17% of men had suffered a fracture. An estimate of the number of proximal hip fractures occurring in the United States suggests that approximately 113,000 women and 34,000 men older than 50 years of age will suffer a hip fracture each year. This represents a considerable cost, approaching one billion dollars annually, to health care in the United States.",Immunology
7428183,"Plasma prolactin levels after acute and subchronic oral administration of domperidone and of metoclopramide: a cross-over study in healthy volunteers. Domperidone is a new potent anti-emetic drug which, in contrast with metoclopramide, does not cross the blood brain barrier. The aim of the present study was to find out whether peripheral dopaminergic blockage by domperidone causes prolactin release, and if so, whether this prolactin release persists during longer-term treatment. For comparison, metoclopramide, which blocks both peripheral and central dopamine receptors, was studied using a cross-over trial design. After acute oral administration of both drugs, prolactin levels increased 10-fold. After further treatment with metoclopramide the prolactin levels were further increased to 15-fold, but after prolonged administration of domperidone a decrease to a plasma level 6-fold higher than basal was observed. The clincial implications of these findings are discussed.",Immunology
7428160,"Effect of dimethyl sulfoxide on serum osmolality. Consecutive values for serum osmolality measured in a patient exceeded (548 mOsm) the previously reported pathological range and, indeed, exceeded that generally considered compatible with life. The patient was receiving large amounts of intravenous dimethyl sulfoxide as part of an experimental protocol to control intracranial pressure resulting from trauma. This compound increases serum osmolality linearly with respect to concentration over the range considered therapeutically significant, 0 to 10 mL/L. The mechanism of its effect on osmolality readings is discussed. It does not interfere with any values for those routine measurements made by continuous-flow (SMAC, Technicon).",Immunology
7426778,Weathered oil: effect on hatchability of heron and gull eggs. ,Immunology
7426772,Toxicity of paraquat to three marine organisms. ,Immunology
7425983,Sequelae of Haemophilus influenzae meningitis. ,Immunology
7425923,"Intraorbital aerocele. We describes a patient with the rare finding of intraorbital aerocele. The evaluation, including x-ray films and computerized tomographic scan, the differential diagnosis, and treatment are discussed. The uniqueness of such a lesion and its implications for ophthalmic and otolaryngologic surgery is emphasized.",Immunology
7425888,"Use of adrenal biopsy in diagnosing adrenoleukomyeloneuropathy. A 22-year-old man was seen with Addison's disease, psychosis, and neurologic abnormalities. A tentative diagnosis of adrenoleukomyeloneuropathy was made. Because of his age, negative family history, and the potentially serious prognosis of this disorder, the diagnosis was verified with an adrenal biopsy. We believe this procedure is the method of choice in confirming the sporadic, atypical case of adrenoleukomyeloneuropathy.",Immunology
7425851,"Base composition of rubella virus RNA. Brief report. The base composition of 32P-labelled RNA of rubella virus was shown to be; Gp:31.1, Ap:21.9, Cp:34.3 and Up:12.8 per 100 nucleotides. The result demonstrates that the virus is distinct from other members of family Togaviridae in that it possesses RNA with relatively high contents of Gp and Cp, and low content of Up. Viral RNA adsorbed to oligo (dT)-cellulose column was shown to be infectious, whereas no infectivity of RNA appearing in the void volume was found. This may indicate that viral RNA needs to carry a minimal length of poly(A) to be infectious.",Immunology
7425845,"[Influence of various physical forms of the feed on the energy metabolism of ruminants. 2. The influence of the mechanical treatment of the feed on rumen fermentation]. The influence of various physical forms of the feed on energy utilisation was comparatively investigated in a total of 170 experiments with the complete metabolism and 28 digestibility experiments with fullgrown sheep. The roughage feedstuffs dried green fodder of vetch/grass, lucerne and rye grass and straw were fed in 9 rations with different quotas of concentrates (0 to 60%) to 4 parallel animals. The roughage underwent the following 5 methods of mechanical treatment: 1) chopping; 2) chopping and pelleting; 3)grinding; 4) grinding and pelleting; 5) chopping and pelleting with concentrates. On the whole, no significant influence of the different methods of mechanical treatment on rumen on the basis of the characteristic data acetic acid, propionic acid, butyric acid, acid total, pH-value and NH3-content during the course of the day (sampling 2.5 to 3, 4 to 4.5, 5.5 to 6, 7 to 7.5, 15.5 to 16 hours after feeding). On an average of the 9 rations the rumen fluid sampled 2.5 to 3 hours after feeding merely showed a growing tendency of the quota of acetic acid and a corresponding decrease of the quota of propionic acid according to the degree of fineness of the roughage.",Immunology
7425843,Umbilical hernias. ,Immunology
7424497,"Correlation of fetal heart rate patterns with umbilical artery pH and catecholamines during last hour of labor. Fetal heart rate (FHR) patterns were analysed during last hour of labour and correlated to umbilical artery pH and catecholamine (CA) levels. Fetuses with pathological FHR had significantly higher levels of CA than those with normal FHR. Particulary high levels were found in fetuses with bradycardia and late decelerations. FHR was further analysed by a computer (DPAC, data processor and computer) in 100 women during last hour of labor. No correlation between deceleration areas of variability and umbilical artery pH and CA was found. It is concluded that although there is a good correlation between the general FHR-pattern and umbilical artery CA and pH it is impossible to quantify the degree of fetal distress by calculation of deceleration areas and variability.",Immunology
7423145,"[Primary malignant lymphomas of the gastrointestial system]. In a retrospective analysis of 25 cases of primary non-Hodgkin's lymphoma of the gastrointestinal tract, tumors with diffuse histologic pattern predominated. Among the lymphomas of the small and large bowel there was an increased percentage of tumors of lympho-plasmocytoid type. The course of gastric lymphomas is less favourable than that of intestinal lymphomas. No correlation was found in this study, between histologic type and initial stage on the one hand, and the course of the disease on the other.",Immunology
7422845,"Effects of geometric and screen-film unsharpness in conventional and 350-kVp chest radiography. Clinical comparison of 350- and conventional 120-kVp techniques indicates that small linear structures, such as small pulmonary blood vessels, are shown better at 120 kVp, due in part to two factors affecting image unsharpness: geometric and screen-film unsharpness. The combined effects of geometric (Ug) and screen-film unsharpness were evaluated for both kVp levels. The total-system modulation transfer function (MTFUg X MTFscreen-film) demonstrates differences in unsharpness under two conditions: (a) when the same screen-film system is used with different magnifications (i.e., extreme planes in the chest) and (b) when different screen-film systems are used for magnification of the midplane of the chest.",Immunology
7422475,[Quantitative evaluation of risks for individuals in diagnostic radiology (author's transl)]. ,Immunology
7422425,"Assessment of speech and language development in the young child. A clinical method of assessing speech and language development in preschool children is described. Sixty-two 3-year-old children were assessed by a pediatrician, a speech therapist, and a psychologist. In 55 children there was agreement between all three examiners. Three children with articulation problems were rated as having normal comprehensive and expressive language by the psychologist. Three children were rated as having normal speech and language development by the pediatrician and speech therapist but delayed by the psychologist; all three had behavior problems. One further child rated as having a speech and language problem by the pediatrician was rated as normal by the speech therapist and psychologist. It is concluded that pediatricians can make reliable assessments of speech and language development.",Immunology
7422355,[Effect of pyridinol carbamate on long-term lathyrism and experimental atheroma in the rat. Histological and biochemical study]. Three-week-old rats were fed with Beta-aminopropionitrile (BAPN) with a normal or hyperlipidic diet. After a few weeks BAPN induced aortic elastic fibres disruption which as not worsened when the treatment was continued up the seven months. Adding a hyperlipidic diet produced atherosclerotic-like lesions. Pretreatment with Pyridinol Carbamate (PDC) whichever the diet used did not modify serum of aortic cholesterol levels. It decreased the severity of aortic lesions and delayed the onset of less severe atheromatous lesions. It seems that PDC increased the free/esterified aortic cholesterol ratio resulting in a better elimination of the aortic cholesterol.,Immunology
7421748,[Combantrin treatment of necatoriasis]. ,Immunology
7419062,"[Problems of the clinical aspects, pathogenesis and early diagnosis of modern neurotoxin poisoning]. ",Immunology
7418836,"C-banding pattern on the chromosomes of the Japanese house shrew, Suncus murinus riukiuanus, and its implication. The C-band on the chromosomes of the Japanese house shrew, Suncus murinus riukiuanus (Insectivora), was studied. Various types of C-banding patterns were found in the genome of this subspecies. Such banding patterns could be useful for an understanding of autosome and sex-chromosome polymorphisms within S. murinus.",Immunology
7414409,[Surgical correction of post-infarct defect of the interventricular septum]. ,Immunology
7437952,Retained calculi in the common bile duct. ,Immunology
7437406,"Synthesis of DNA as shown by the deoxyuridine suppression test is normal in the vitamin B12-deficient fruit bat (Rosettus Aegyptiacus). 1. DNA synthesis in the bone marrow and lymphocytes of the vitamin B12-deficient fruit bat (Rosettus Aegyptiacus) has been studied via the deoxyuridine (dU) suppression test. 2. In contrast to vitamin B12 deficiency in man, the dU suppression test was not abnormal in the vitamin B12-deficient bat, and this correlates with the reported finding that the latter does not develop megaloblastic anaemia. 3. The protection of haemopoiesis from vitamin B12 deficiency in the bat is probably related to the presence in the bat of separate pools of methylfolate and tetrahydrofolate, which enables the bat to overcome the trapping of methylfolate attendant on vitamin B12 deficiency. 4. These results confirm the central role of the vitamin B12 and folate-dependent pathway of de novo synthesis of DNA in the pathogenesis of vitamin B12-deficient megaloblastic anaemia.",Immunology
7436812,"Visual function of the extrageniculo-calcarine system in man: relationship to cortical blindness. A 72-year-old woman, blind for more than two years, had normal evoked potentials to visual stimulation. Destruction of both areas 17 and relative preservation of areas 18 and 19 was demonstrated. We concluded that in the presence of bilateral destruction of area 17, visual evoked potentials are mediated by extrageniculocalcarine pathways to secondary visual cortices, but this system is not capable of providing conscious visual perception in humans.",Immunology
7436748,"[Vascular-neurocytic interrelations in the ganglionic layer of the dog retina exposed to gravitational overloading]. By means of anatomical and histological methods and a morphometric analysis, microcirculatory vessels of the reticular ganglionary layer in the dog eye were studied within Scharrer's zone with special reference to the reciprocal arrangement of the vessels and opticoganglionary cells under normal conditions and at overloadings (9 units for 10 min) applied in the direction head--pelvis (I series) and pelvis--head (II series). It was stated that immediately after the overloading in the direction head--pelvis the microcirculatory vessels grew narrow and the area of the vascular-neurocytic contacts decreased. At the overloading applied in the direction pelvis--head, the diameter of the vascular-neurocytic contacts sharply increased. In both series of the experiment the vessels became deformed and twisted and the vascular wall permeability was disturbed.",Immunology
7436747,"[Tactile (Merkel) cells of the sinuous hairs of cats following colchicine application to nerves]. The state of the tactile cells (Merkel's cells) in epithelium of the internal follicle in the cat sinuous hairs is controlled by sensitive neurons. This statement, derived from the experiments on denervation, was analysed in the investigation when colchicine (an agent blocking axoplasmic transport) was applied on the nerve. Thirty and 60 days after colchicine effect a statistically important decrease in the number of the tactile cells with certain changes in their structure (cytoplasmic consolidation, changes in density of specific granules, increasing number and size of vacuoles) was registered. In  epithelium of the internal hairy follicle a contact of the tactile cells with tactile menisci was followed. As in myelin neural fibres of the internal hairy follicle connective tissue, certain signs of destruction, resulting from blockade of colchicine-induced axoplasmic transport, were noted. Participation of the axoplasmic transport in the neurosensory control for the state of the tactile cells is discussed together with the changes described.",Immunology
7436719,Ontogeny and phylogeny. ,Immunology
7436680,"[Pseudotumoral mesenteric lymphadenitis due to Yersinia enterocolitica in a child (author's transl)]. A 20 month-old girl with Thalassemia major presented with a pseudotumoral mesenteric lymphadenitis due to Yersinia enterocolitica. The authors stress the rarity of this type of Yersinia infection. The clinical and bacteriological diagnosis is difficult and is based on the early isolation and identification of the bacterial strain, thus allowing an efficient antibiotic treatment. The frequency of such a Yersinia infection in thalassemic children is further discussed.",Immunology
7436618,"Intramyocardial pH during elective arrest of the heart: relative effects of hypothermia versus potassium cardioplegia on anaerobic metabolism. Using an intramyocardial pH needle probe (21 gauge) to monitor myocardial metabolism during ischemia, we determined the effect of potassium cardioplegia at both moderate and deep hypothermia. Five groups of 5 dogs each were placed on cardiopulmonary bypass and the pH probe was inserted approximately 10 mm into the left ventricular free wall. Cardiac ischemia was achieved by cross-clamping the ascending aorta at 37 degrees C (Group 1), 27 degrees C (Group 2), or 17 degrees C (Group 3). In the remaining two groups, aortic cross-clamping was followed by the infusion of 600 to 800 ml of potassium cardioplegic solution adjusted to cardiac temperatures of 27 degrees C (Group 4) or 17 degrees C (Group 5). In each group, myocardial temperature was maintained constant, electrical and mechanical activity observed, and pH recorded until a plateau was reached or for 3 hours. Our results show a progressive and significant decrease in the metabolic rate with reduction in temperature over the 37 degrees to 17 degrees C range. By abolishing contractile activity, potassium cardioplegia markedly reduces the rate of hydrogen ion accumulation at 27 degrees C, but at 17 degrees C the additive effect of cardioplegia is much less pronounced. These observations support the principle of reducing contractile activity to a minimum during elective arrest of the heart but indicate that potassium cardioplegia does little to further reduce the rate of anaerobic metabolism, as shown by the measurement of intramyocardial pH, under conditions of deep hypothermia.",Immunology
7436606,"Studies on Glossina pallidipes, G. fuscipes fuscipes and G. brevipalpis in terms of the epidemiology and epizootiology of trypanosomiases in south-eastern Uganda. Glossina pallidipes, G. f. fuscipes and G. brevipalpis in Stages I and II of hunger were caught from Bukunya and Buyundo villages in south-east Uganda during the period December 1969 to February 1971, and the origins of their blood meals identified. G. pallidipes fed mainly on bovids in the two villages; bushbuck was the most favoured host (44.9% of all blood feeds) though in Buyundo buffalo provided a significant alternative (20.8%). G. f. fuscipes frequently fed on bovids (75.6%), particularly bushbuck (46.7%), but it had a wider range of acceptable hosts. In both villages, G. brevipalpis took most of its blood meals from bushpig (45.5%), bovids (25.6%) and hippopotamus (28.5%). The feeding patterns of the three tsetse species during different months of the study period showed only small variations, and such differences were due probably to variations in the availability of the hosts. Examination of the relationships between trypanosome infection rates and natural hosts of the three vector species showed that the vivax-type infections originated from bovids, possibly bushbuck, while the congolense-type trypanosome came from bovids as well as bushpig. Hippopotamus probably had no trypanosome infections. There was a positive correlation between the trypanosome infection rates in the tsetse and the increasing mean maximum temperatures. In this region of Uganda, there was continuous transmission of pathogenic trypanosomes by the three tsetse species among their natural hosts; when present, the vectors' adventitious hosts became exposed to a high risk from the diseases. Man-fly contact during different months was impersonal, but high and sporadic. This is a high endemic region for human trypanosomiasis. Also, the introduced cattle succumb to the diseases very rapidly. The overall results are discussed in terms of the concept of challenge of African trypanosomiases.",Immunology
7436572,"Renal impairment and gout. A study of renal function of 51 patients with gout and an equal number of normouricaemic controls revealed significant differences. A relative impairment of the glomerular filtration rate and urine concentrating ability in the gouty subjects could not be wholly explained on the basis of aging or hypertension. Renal dysfunction was generally mild and was not associated with specific clinical characteristics higher levels of uric acid excretion, or hypertriglyceridaemia. Gout patients excreted urine with a significantly lower pH. This was associated with a relatively high excretion of titratable acid and a deficit of ammonium excretion, which was accentuated by ingestion of an acid load. Urate clearance was significantly reduced in gout, even when expressed as a fraction of the glomerular filtration rate.",Immunology
7436521,"Biopterin defect in a normal-appearing child affected by a transient phenylketonuria. A child diagnosed as having transient phenylketonuria was found to have reduced synthesis of tetrahydrobiopterin and an abnormal clearance of phenylalanine, but he remained clinically normal when on a normal diet. A small amount of 7,8-dihydrobiopterin was found in his serum; this distinguishes the case from that of malignant hyperphenylalaninaemia.",Immunology
